customerID;Churn;gender;SeniorCitizen;Partner;Dependents;tenure;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;Charges.Monthly;Charges.Total
0940-OUQEC;Yes;Male;0;No;No;10;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);807;7888
0942-KOWSM;No;Female;0;Yes;Yes;30;Yes;No;DSL;No;Yes;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);808;23693
0943-ZQPXH;No;Male;0;Yes;Yes;44;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);9295;41229
0945-TSONX;No;Female;0;Yes;Yes;47;Yes;Yes;DSL;Yes;Yes;No;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);853;410725
0946-CLJTI;Yes;Male;1;Yes;No;58;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;987;58126
0946-FKYTX;No;Male;0;No;No;52;No;No phone service;DSL;No;Yes;No;No;No;No;One year;No;Mailed check;301;16234
0947-IDHRQ;Yes;Female;0;No;No;7;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Mailed check;803;5267
0947-MUGVO;Yes;Male;1;Yes;No;20;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;7365;14635
0952-KMEEH;Yes;Male;0;No;No;13;Yes;Yes;Fiber optic;Yes;No;No;No;Yes;Yes;Month-to-month;No;Mailed check;9815;123025
0953-LGOVU;No;Male;0;Yes;Yes;12;No;No phone service;DSL;No;Yes;No;Yes;No;No;Month-to-month;No;Mailed check;355;43225
0956-ACVZC;No;Female;0;No;No;54;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;One year;Yes;Credit card (automatic);941;50609
0956-SYCWG;No;Female;0;No;No;13;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Electronic check;1965;2448
0958-YHXGP;No;Female;0;No;No;7;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;699;4973
0959-WHOKV;No;Male;0;No;No;42;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;No;Yes;One year;Yes;Electronic check;990;429845
0960-HUWBM;No;Male;0;Yes;Yes;65;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);1041;670005
0961-ZWLVI;No;Male;0;No;Yes;49;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;One year;Yes;Credit card (automatic);1092;529045
0962-CQPWQ;No;Female;0;Yes;Yes;62;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);203;129615
0963-ZBDRN;Yes;Male;0;No;No;32;Yes;No;Fiber optic;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;962;31834
0967-BMLBD;No;Female;0;Yes;Yes;11;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Mailed check;200;19635
0968-GSIKN;Yes;Female;0;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;708;708
0969-RGKCU;No;Male;0;Yes;Yes;37;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Credit card (automatic);198;67705
0970-ETWGE;Yes;Male;0;No;No;1;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;8955;8955
0970-QXPXW;No;Female;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;1965;1965
0971-QIFJK;No;Female;0;Yes;No;69;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);2425;16418
0973-KYVNF;No;Female;0;Yes;Yes;72;Yes;No;DSL;Yes;Yes;Yes;No;Yes;No;Two year;Yes;Credit card (automatic);7065;501115
0975-UYDTX;No;Female;0;Yes;No;26;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;One year;Yes;Credit card (automatic);901;231255
0975-VOOVL;No;Female;0;No;No;3;No;No phone service;DSL;No;Yes;No;No;No;No;Month-to-month;No;Mailed check;292;985
0979-MOZQI;No;Male;0;Yes;No;62;No;No phone service;DSL;No;No;No;Yes;Yes;No;Two year;Yes;Bank transfer (automatic);390;233745
0979-PHULV;Yes;Male;0;Yes;Yes;69;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);9945;70076
0980-FEXWF;No;Male;0;Yes;Yes;26;Yes;No;DSL;No;No;Yes;No;No;No;One year;No;Mailed check;5035;12858
0980-PVMRC;No;Female;0;Yes;Yes;40;No;No phone service;DSL;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;5085;203655
0983-TATYJ;No;Female;0;Yes;No;33;Yes;No;DSL;No;No;No;Yes;No;No;One year;Yes;Mailed check;5145;17589
0988-AADSA;No;Female;0;Yes;Yes;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;Yes;Two year;No;Bank transfer (automatic);8085;582475
0988-JRWWP;No;Female;0;No;No;3;Yes;No;DSL;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;542;1404
0991-BRRFB;Yes;Male;0;No;No;18;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;No;Electronic check;494;8748
0993-OSGPT;No;Female;1;Yes;No;68;Yes;No;DSL;No;Yes;Yes;Yes;No;No;One year;Yes;Bank transfer (automatic);6065;39759
0997-YTLNY;No;Female;0;No;Yes;19;Yes;No;DSL;No;No;No;Yes;No;No;Month-to-month;No;Mailed check;488;95365
0999-QXNSA;No;Male;1;No;Yes;7;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;4575;3442
1000-AJSLD;Yes;Male;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;201;201
1004-NOZNR;No;Male;1;No;Yes;56;Yes;No;Fiber optic;Yes;No;No;No;Yes;Yes;One year;No;Credit card (automatic);948;52643
1009-IRMNA;Yes;Female;0;No;No;7;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Bank transfer (automatic);200;1376
1010-DIAUQ;Yes;Male;0;No;No;5;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;No;Bank transfer (automatic);965;49255
1013-QCWAM;No;Female;1;Yes;No;66;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;1008;669075
1015-JPFYW;No;Male;0;No;Yes;7;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;1945;13675
1015-OWJKI;No;Male;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;1905;1905
1016-DJTSV;No;Male;1;No;No;8;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;697;57285
1017-FBQMM;No;Female;0;Yes;Yes;62;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;One year;Yes;Credit card (automatic);10605;67035
1020-JPQOW;No;Female;0;Yes;No;56;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;No;No;Month-to-month;No;Electronic check;9055;51166
1022-RKXDR;No;Female;0;No;No;41;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Mailed check;2485;96225
1023-BQXZE;No;Male;0;No;No;57;Yes;No;DSL;Yes;No;Yes;No;Yes;Yes;Two year;Yes;Bank transfer (automatic);7435;431735
1024-GUALD;Yes;Female;0;Yes;No;1;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;248;248
1024-KPRBB;No;Female;0;No;No;38;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;One year;Yes;Mailed check;891;33420
1024-VRZHF;Yes;Male;0;Yes;No;11;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;7495;8257
1025-FALIX;No;Female;0;No;No;26;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);6905;181565
1027-LKKQQ;No;Female;0;Yes;Yes;72;Yes;No;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);8045;588685
1028-FFNJK;No;Male;1;Yes;No;30;Yes;Yes;Fiber optic;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;1015;291765
1029-QFBEN;Yes;Male;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;1955;1955
1031-IIDEO;Yes;Female;0;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;7085;7085
1032-MAELW;No;Female;0;Yes;Yes;68;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;Yes;One year;Yes;Electronic check;7845;533335
1035-IPQPU;No;Female;1;Yes;No;63;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;1035;64794
1036-GUDCL;No;Male;0;Yes;Yes;60;Yes;No;DSL;Yes;Yes;No;Yes;Yes;Yes;Month-to-month;Yes;Credit card (automatic);7905;46634
1038-RQOST;No;Male;0;Yes;Yes;19;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;206;41495
1038-ZAGBI;Yes;Female;0;Yes;Yes;12;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);198;2296
1041-RXHRA;Yes;Female;0;No;No;41;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);7025;286805
1042-HFUCW;No;Female;0;No;Yes;25;Yes;No;DSL;No;Yes;No;Yes;No;No;One year;Yes;Credit card (automatic);5475;126635
1043-UXOVO;No;Female;0;No;No;71;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);11315;79933
1043-YCUTE;Yes;Male;0;Yes;No;56;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);2515;132715
1045-LTCYT;No;Female;0;Yes;Yes;8;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);2105;13975
1047-NNCBF;No;Male;0;No;No;20;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Credit card (automatic);7055;149355
1047-RNXZV;No;Male;0;No;No;43;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;1955;87615
1049-FYSYG;No;Female;0;Yes;No;17;No;No phone service;DSL;No;Yes;Yes;No;No;No;Month-to-month;Yes;Credit card (automatic);3565;64605
1051-EQPZR;No;Female;0;Yes;Yes;44;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;196;78025
1051-GEJLJ;No;Female;0;No;No;2;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;195;2755
1052-QJIBV;No;Female;0;Yes;Yes;71;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);199;13973
1053-MXTTK;No;Female;0;Yes;Yes;72;Yes;No;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);10865;772635
1057-FOGLZ;No;Female;0;No;No;18;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;1965;3917
1060-ENTOF;No;Female;1;Yes;No;67;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;No;Yes;One year;Yes;Credit card (automatic);1054;70356
1061-PNTHC;No;Female;0;Yes;Yes;56;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Mailed check;1096;59530
1062-LHZOD;Yes;Male;0;Yes;Yes;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;699;699
1063-DHQJF;No;Male;0;Yes;Yes;69;Yes;No;Fiber optic;No;Yes;No;Yes;Yes;No;Two year;Yes;Mailed check;9215;64809
1064-FBXNK;No;Male;0;Yes;Yes;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Credit card (automatic);1985;1985
1066-JKSGK;Yes;Male;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;2015;2015
1069-QJOEE;No;Male;0;Yes;Yes;25;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Electronic check;199;50545
1069-XAIEM;Yes;Female;1;No;No;1;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;8505;8505
1073-XXCZD;No;Male;0;Yes;No;55;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);257;144365
1074-AMIOH;No;Female;0;Yes;Yes;53;Yes;No;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);10825;59351
1074-WVEVG;No;Female;0;Yes;No;59;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;2035;12670
1075-BGWOH;Yes;Male;1;Yes;No;16;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;9875;158755
1077-HUUJM;No;Female;0;No;Yes;7;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;7105;47265
1078-TDCRN;No;Female;1;Yes;No;3;No;No phone service;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;3075;8285
1080-BWSYE;No;Male;1;Yes;No;64;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);2565;17408
1084-MNSMJ;No;Female;0;Yes;Yes;51;Yes;No;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);855;442195
1084-UQCHV;Yes;Male;0;No;Yes;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);6975;6975
1085-LDWAM;No;Female;0;Yes;Yes;69;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Credit card (automatic);2035;144265
1086-LXKFY;Yes;Female;0;Yes;Yes;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;691;691
1087-GRUYI;No;Male;0;Yes;No;38;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);204;7435
1087-UDSIH;Yes;Female;0;No;No;3;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;196;5975
1088-AUUZZ;No;Male;0;Yes;Yes;56;Yes;Yes;DSL;Yes;Yes;No;Yes;No;Yes;Two year;Yes;Credit card (automatic);7585;42612
1088-CNNKB;No;Male;0;Yes;No;63;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;Yes;One year;No;Credit card (automatic);800;50402
1089-HDMKP;No;Male;1;No;Yes;11;Yes;No;DSL;No;Yes;No;Yes;No;No;Month-to-month;Yes;Electronic check;5455;60125
1089-XZWHH;No;Female;0;Yes;Yes;24;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;197;49405
1090-ESELR;No;Male;0;Yes;Yes;72;Yes;No;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);1055;761155
1090-PYKCI;No;Female;0;Yes;Yes;69;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;No;One year;Yes;Credit card (automatic);1051;72348
1091-SOZGA;No;Female;0;Yes;Yes;56;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;One year;Yes;Credit card (automatic);998;551545
1092-GANHU;Yes;Male;0;No;No;17;Yes;No;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Electronic check;7665;131355
1092-WPIVQ;No;Female;0;Yes;Yes;18;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;251;42845
1093-YSWCA;No;Male;0;No;No;11;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);1955;22315
1094-BKOSX;No;Female;0;Yes;Yes;45;No;No phone service;DSL;No;Yes;Yes;Yes;No;Yes;One year;No;Bank transfer (automatic);510;22645
1095-JUDTC;Yes;Female;1;No;No;47;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;No;Month-to-month;Yes;Electronic check;9505;450455
1095-WGNGG;No;Female;0;Yes;No;61;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Two year;Yes;Bank transfer (automatic);10105;597125
1096-ADRUX;No;Female;0;Yes;Yes;66;Yes;Yes;Fiber optic;No;No;No;No;No;No;One year;Yes;Bank transfer (automatic);7425;485925
1097-FSPVW;No;Female;0;No;No;42;Yes;No;DSL;Yes;No;Yes;No;No;No;Month-to-month;No;Credit card (automatic);5455;245505
1098-KFQEC;No;Female;0;Yes;Yes;55;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);194;10830
1098-TDVUQ;No;Female;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Bank transfer (automatic);1925;1925
1099-BTKWT;No;Female;0;Yes;No;68;No;No phone service;DSL;Yes;No;Yes;No;Yes;Yes;One year;Yes;Electronic check;544;372365
1099-GODLO;No;Female;0;Yes;Yes;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;2035;2035
1100-DDVRV;No;Male;0;Yes;No;17;No;No phone service;DSL;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Mailed check;498;83635
1101-SSWAG;No;Female;0;Yes;No;15;Yes;Yes;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;511;71115
1104-FEJAM;No;Male;0;Yes;Yes;28;Yes;Yes;DSL;No;Yes;No;No;No;Yes;Month-to-month;No;Electronic check;644;180215
1104-TNLZA;No;Male;1;Yes;No;28;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;1058;29980
1106-HRLKZ;No;Male;0;Yes;Yes;40;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;196;80895
1110-KYLGQ;No;Female;0;No;No;63;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;Month-to-month;No;Credit card (automatic);10825;67801
1112-CUNAO;Yes;Female;1;No;No;15;Yes;Yes;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;No;Electronic check;8985;142495
1113-IUJYX;Yes;Female;0;Yes;No;14;Yes;No;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;One year;No;Mailed check;10595;13489
1114-CENIM;Yes;Male;0;No;Yes;54;Yes;Yes;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Credit card (automatic);550;309265
1116-DXXDF;No;Male;0;No;No;39;Yes;No;Fiber optic;Yes;No;Yes;No;Yes;Yes;Two year;Yes;Electronic check;10045;38017
1116-FRYVH;No;Female;0;Yes;Yes;48;No;No phone service;DSL;Yes;Yes;No;Yes;No;No;Two year;No;Mailed check;394;197865
1120-BMWUB;Yes;Female;0;No;No;16;Yes;No;DSL;No;Yes;No;Yes;No;No;Month-to-month;Yes;Mailed check;539;83415
1121-QSIVB;No;Female;0;No;Yes;44;Yes;Yes;DSL;No;Yes;No;No;Yes;Yes;One year;Yes;Mailed check;7755;34711
1122-JWTJW;Yes;Male;0;Yes;Yes;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;7065;7065
1122-YJBCS;No;Male;0;Yes;No;69;Yes;No;DSL;Yes;Yes;No;No;No;No;One year;Yes;Credit card (automatic);5365;38044
1125-SNVCK;No;Female;1;No;No;49;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;438;210605
1131-ALZWV;No;Female;0;No;No;24;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);246;60525
1131-QQZEB;No;Male;1;Yes;No;71;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);2395;17562
1131-SUEKT;No;Male;0;Yes;Yes;61;Yes;No;Fiber optic;No;Yes;No;Yes;Yes;Yes;One year;Yes;Bank transfer (automatic);9845;61452
1133-KXCGE;No;Female;0;No;No;18;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;201;40705
1134-YWTYF;No;Male;0;Yes;No;27;Yes;No;DSL;No;Yes;No;Yes;No;No;Month-to-month;Yes;Electronic check;538;138985
1135-HIORI;No;Female;0;Yes;Yes;64;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;One year;Yes;Electronic check;11145;726695
1135-LMECX;No;Female;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;1985;1985
1136-XGEQU;No;Female;0;Yes;Yes;50;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;Yes;One year;Yes;Credit card (automatic);8415;41644
1137-DGOWI;No;Female;0;Yes;No;30;Yes;No;DSL;No;Yes;Yes;Yes;No;Yes;One year;No;Bank transfer (automatic);7025;21989
1139-WUOAH;No;Male;0;No;No;57;No;No phone service;DSL;No;No;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);5335;309005
1140-UKVZG;No;Female;0;No;No;17;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;248;47525
1142-IHLOO;No;Female;0;No;No;51;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;One year;No;Credit card (automatic);8755;44759
1142-WACZW;Yes;Male;0;No;No;2;No;No phone service;DSL;No;No;No;Yes;No;No;Month-to-month;No;Bank transfer (automatic);2985;756
1143-NMNQJ;Yes;Female;0;No;No;2;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;857;1698
1150-FTQGN;No;Female;0;Yes;Yes;60;Yes;Yes;Fiber optic;Yes;Yes;No;No;Yes;No;One year;No;Bank transfer (automatic);9415;58118
1150-WFARN;Yes;Female;0;Yes;Yes;67;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);10875;71562
1153-GNOLC;No;Male;0;No;No;33;No;No phone service;DSL;No;Yes;No;No;Yes;No;One year;Yes;Electronic check;391;13090
1154-HYWWO;No;Male;0;No;No;38;Yes;No;DSL;Yes;Yes;No;Yes;Yes;No;One year;No;Mailed check;706;27082
1156-ZFYDO;No;Female;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Electronic check;1975;1975
1157-BQCUW;Yes;Male;0;No;No;1;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;7495;7495
1159-WFSGR;No;Female;0;Yes;Yes;16;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Electronic check;204;3214
1162-ECVII;No;Male;1;Yes;No;72;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);10975;79325
1163-ONYEY;No;Male;0;Yes;Yes;41;Yes;Yes;DSL;Yes;Yes;Yes;No;Yes;No;Month-to-month;Yes;Credit card (automatic);7455;302355
1163-VIPRI;No;Female;0;Yes;Yes;65;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;Two year;No;Electronic check;1093;733755
1166-PQLGG;No;Female;0;Yes;Yes;72;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);1955;146345
1167-OYZJF;No;Female;1;Yes;No;67;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);2005;126305
1169-SAOCL;No;Male;0;No;No;49;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;One year;Yes;Bank transfer (automatic);10665;51681
1169-WCVAK;No;Male;0;Yes;No;19;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;No;No;Month-to-month;Yes;Credit card (automatic);888;167235
1170-SASML;No;Female;0;Yes;No;69;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;No;Month-to-month;Yes;Bank transfer (automatic);854;58694
1171-TYKUR;No;Male;0;Yes;No;47;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Electronic check;254;11392
1172-VIYBP;No;Male;0;Yes;Yes;53;Yes;Yes;DSL;Yes;Yes;No;No;No;Yes;Two year;No;Bank transfer (automatic);697;368605
1173-NOEYG;No;Female;0;Yes;No;27;Yes;Yes;Fiber optic;No;No;Yes;No;No;Yes;Month-to-month;No;Bank transfer (automatic);9015;24234
1173-XZPYF;No;Female;0;No;No;11;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;892;9903
1174-FGIFN;No;Female;0;Yes;Yes;28;Yes;Yes;Fiber optic;No;No;No;Yes;No;Yes;One year;Yes;Electronic check;9045;250925
1177-XZBJL;No;Male;0;Yes;Yes;53;Yes;Yes;DSL;Yes;Yes;No;Yes;No;No;One year;No;Bank transfer (automatic);6415;349155
1178-PZGAB;No;Female;0;No;No;19;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Credit card (automatic);2025;38365
1179-INLAT;No;Male;0;No;No;3;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Mailed check;1945;6925
1183-CANVH;No;Female;0;Yes;No;23;Yes;No;DSL;No;No;No;Yes;Yes;No;One year;No;Bank transfer (automatic);600;134715
1184-PJVDB;Yes;Male;0;Yes;No;10;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;7995;8572
1187-WILMM;No;Male;0;Yes;Yes;63;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);894;559765
1193-RTSLK;Yes;Female;0;No;No;38;Yes;No;Fiber optic;Yes;Yes;Yes;No;No;No;Month-to-month;Yes;Credit card (automatic);839;32336
1194-BHJYC;No;Male;0;Yes;No;61;No;No phone service;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Mailed check;6215;377885
1194-HVAIF;No;Female;0;Yes;No;27;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;No;Credit card (automatic);950;246255
1194-SPVSP;No;Male;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Bank transfer (automatic);1965;1965
