customerID;Churn;gender;SeniorCitizen;Partner;Dependents;tenure;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;Charges.Monthly;Charges.Total
0175-XJGEX;Yes;Male;0;No;No;49;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);1037;50363
0176-CNTZX;No;Male;0;Yes;No;63;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);1995;12348
0177-NVSJS;No;Female;1;Yes;Yes;12;No;No phone service;DSL;No;No;No;Yes;No;No;Month-to-month;Yes;Mailed check;293;3559
0178-INHLN;No;Male;0;Yes;Yes;27;Yes;No;DSL;Yes;Yes;No;No;No;No;Month-to-month;Yes;Credit card (automatic);5475;15103
0179-IVARM;No;Female;0;No;No;35;Yes;No;DSL;Yes;Yes;Yes;No;No;No;Month-to-month;No;Electronic check;6055;19826
0180-WEGCH;No;Female;0;Yes;Yes;54;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;862;452405
0181-PPHDO;Yes;Male;0;No;No;1;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;9545;9545
0182-QVKPB;No;Male;0;No;No;5;Yes;No;DSL;No;No;Yes;Yes;Yes;No;Month-to-month;Yes;Credit card (automatic);6395;3181
0183-RBCSG;No;Male;0;No;No;19;Yes;No;DSL;No;Yes;No;Yes;No;Yes;One year;Yes;Bank transfer (automatic);6535;123185
0184-XACET;No;Male;0;Yes;Yes;52;No;No phone service;DSL;No;Yes;Yes;Yes;Yes;No;Two year;No;Mailed check;502;25540
0185-FIDRB;No;Female;0;Yes;Yes;72;No;No phone service;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);638;46843
0186-KOBTQ;No;Male;0;No;No;32;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);2005;61445
0187-JOIVN;Yes;Female;0;Yes;No;8;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;No;Electronic check;10115;8429
0188-UNCIP;No;Male;0;No;No;41;Yes;Yes;DSL;No;No;Yes;No;No;Yes;One year;No;Mailed check;650;25318
0189-WMMRN;No;Male;0;No;No;5;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;1925;8605
0190-SQECB;No;Female;0;No;Yes;11;No;No phone service;DSL;Yes;No;No;Yes;No;No;One year;Yes;Mailed check;3605;4026
0191-JAELE;Yes;Male;0;No;No;5;Yes;No;Fiber optic;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;961;4534
0192-BCOPK;No;Female;0;No;No;16;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;1905;32665
0193-GIQJT;No;Male;1;No;No;71;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;One year;No;Bank transfer (automatic);10575;738285
0194-IVGOK;No;Female;0;No;No;11;No;No phone service;DSL;No;Yes;Yes;Yes;No;No;One year;Yes;Credit card (automatic);404;4226
0195-MVLET;Yes;Female;0;Yes;Yes;61;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;9915;601005
0196-SUCIN;No;Female;0;Yes;No;71;Yes;No;DSL;Yes;Yes;Yes;Yes;Yes;Yes;One year;Yes;Bank transfer (automatic);848;60461
0197-VQXAM;No;Male;0;No;No;9;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;1985;1788
0198-QYWSS;No;Female;0;No;No;6;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Electronic check;4945;3146
0199-UNPFF;Yes;Female;0;No;No;26;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);888;227435
